Key,English,Ukrainian
UI_HOUSINGPRESET_INFO,You can manage housing presets for this world on this page. Click on a preset to preview object/NPC placements. \n\n#b#uNote:#nb#nu Applying a preset will remove all current decorations/NPCs. Only the NPCs you placed will be added to the preset list. Some models/NPCs that were part of an expired pack may not be placed when applying the preset.,You can manage housing presets for this world on this page. Click on a preset to preview object/NPC placements. \n\n#b#uNote:#nb#nu Applying a preset will remove all current decorations/NPCs. Only the NPCs you placed will be added to the preset list. Some models/NPCs that were part of an expired pack may not be placed when applying the preset.
UI_HOUSINGPRESET_HDR,Preset List,Preset List
UI_HOUSINGPRESET_NEW,New,New
UI_HOUSINGPRESET_DELETE,Delete,Видалити
UI_HOUSINGPRESET_APPLY,Apply,Apply
UI_HOUSINGPRESETS_MSGBOX_INFO,Preset Name,Preset Name
UI_HOUSINGPRESETS_ERROR_NAME,You have to set a name.,You have to set a name.
UI_HOUSINGPRESETS_ERROR_NAME_INVALID,The name you set for the preset is incorrect!,The name you set for the preset is incorrect!
UI_UPGRADE_GENERALTAB,General Upgrade,General Upgrade
UI_UPGRADE_ELEMENTTAB,Element Upgrade,Element Upgrade
UI_UPGRADE_PIERCINGTAB,Piercing,Piercing
UI_GUILD_TAB_HOUSING_VISITS,Allow external visitors,Allow external visitors
UI_HOUSINGSETUP_FILTER_CHAIR,Chair,Chair
UI_HOUSINGSETUP_FILTER_SOFA,Sofa,Sofa
UI_HOUSINGSETUP_FILTER_LIGHT,Light,Light
UI_HOUSINGSETUP_FILTER_DESK,Desk,Desk
UI_HOUSINGSETUP_FILTER_TABLE,Table,Table
UI_HOUSINGSETUP_FILTER_DRAWER,Drawer,Drawer
UI_HOUSINGSETUP_FILTER_BED,Bed,Bed
UI_HOUSINGSETUP_FILTER_PLANT,Plant,Plant
UI_HOUSINGSETUP_FILTER_CLOSET,Closet,Closet
UI_HOUSINGSETUP_FILTER_BATH,Bath,Bath
UI_PLAYERHOUSINGBUY_SIZE_SMALL,S,S
UI_PLAYERHOUSINGBUY_SIZE_MEDIUM,M,M
UI_PLAYERHOUSINGBUY_SIZE_LARGE,L,L
UI_ACHIEVEMENTS_STAT_PAGE,Additional Stat Page,Additional Stat Page
UI_STAT_PAGE_SELECT,Select your stat page:,Select your stat page:
UI_HOUSINGSETUP_FILTER_FENCE,Fence,Fence
UI_HOUSINGSETUP_FILTER_GRASS,Grass,Grass
UI_HOUSINGSETUP_FILTER_ROCK,Rock,Rock
UI_REPORT_DISCORD,Please send a message through our Discord Modmail with valid evidence to report a player. Do you want to open Discord now?,Please send a message through our Discord Modmail with valid evidence to report a player. Do you want to open Discord now?
UI_GUILDSHIP_UNKNOWN,Unknown Guild,Unknown Guild
UI_GUILDSHIP_VACANT,Vacant Ship,Vacant Ship
UI_OPTION_WINDOWS_FONT,PC Flyff Font,PC Flyff Font
UI_CREATE_ULTIMATE_WEAPON,Create Ultimate Weapon,Create Ultimate Weapon
UI_CREATE_ULTIMATE_WEAPON_DESC,Create Ultimate Weapons during event period and get rewards!\nYou can earn more rewards based on the number of times you create.,Create Ultimate Weapons during event period and get rewards!\nYou can earn more rewards based on the number of times you create.
UI_CREATE_ULTIMATE_WEAPON_LVL1,1 time,1 time
UI_CREATE_ULTIMATE_WEAPON_LVL2,2 times,2 times
UI_CREATE_ULTIMATE_WEAPON_LVL3,3 times,3 times
UI_CREATE_ULTIMATE_WEAPON_LVL4,4 times,4 times
UI_CREATE_ULTIMATE_WEAPON_LVL5,5 times,5 times
UI_UPGRADE_ULTIMATE_WEAPON,Upgrade Ultimate Weapon,Upgrade Ultimate Weapon
UI_UPGRADE_ULTIMATE_WEAPON_DESC,Upgrade Ultimate Weapon during the event period and get Rewards!\nYou can earn more rewards based on the upgrade level.,Upgrade Ultimate Weapon during the event period and get Rewards!\nYou can earn more rewards based on the upgrade level.
UI_UPGRADE_ULTIMATE_WEAPON_LVL1,Achieved Ultimate Upgrade +1,Achieved Ultimate Upgrade +1
UI_UPGRADE_ULTIMATE_WEAPON_LVL2,Achieved Ultimate Upgrade +2,Achieved Ultimate Upgrade +2
UI_UPGRADE_ULTIMATE_WEAPON_LVL3,Achieved Ultimate Upgrade +3,Achieved Ultimate Upgrade +3
UI_UPGRADE_ULTIMATE_WEAPON_LVL4,Achieved Ultimate Upgrade +4,Achieved Ultimate Upgrade +4
UI_UPGRADE_ULTIMATE_WEAPON_LVL5,Achieved Ultimate Upgrade +5,Achieved Ultimate Upgrade +5
UI_RAINBOWRACE_RANKING,Leaderboard,Leaderboard
UI_EXCHANGE_ACCOUNTLINK,#cffff0000You will obtain an Account-Linked item because some of your sacrifice items are Account-Linked.#nc,#cffff0000You will obtain an Account-Linked item because some of your sacrifice items are Account-Linked.#nc
UI_EXCHANGE_SOULLINK,#cffff0000You will obtain a Soul-Linked item because some of your sacrifice items are Soul-Linked.#nc,#cffff0000You will obtain a Soul-Linked item because some of your sacrifice items are Soul-Linked.#nc
UI_RAINBOWRACE_TELEPORT_TITLE,Rainbow Race,Rainbow Race
UI_RAINBOWRACE_TELEPORT_MSG,The Rainbow Race will begin shortly. Would you like to teleport to the starting point? Declining will disqualify you from the race with no refund.,The Rainbow Race will begin shortly. Would you like to teleport to the starting point? Declining will disqualify you from the race with no refund.
UI_BATTLEPASS_CHRISTMAS2023,Christmas Pass 2023,Christmas Pass 2023
UI_HOME_LOGIN_EMAIL,Sign in with Email,Sign in with Email
UI_HOME_LOGIN_EMAIL_TIP,Login with Flyff Universe Email or Username,Увійти за допомогою електронної пошти або імені користувача Flyff Universe
UI_SESSION_TITLE,Saved Sessions,Збережені сеанси
UI_SESSION_REMOVE,Remove,Видалити
UI_SESSION_REMOVEALL,Remove All,Видалити все
UI_LOW_FRAMERATE_GUIDE_TITLE,Caution,Caution
UI_LOW_FRAMERATE_GUIDE_DESC,Client performance is low.\nPlease check for 2 items below.,"Продуктивність клієнтів низька.\nБудь ласка, перевірте 2 пункти нижче."
UI_LOW_FRAMERATE_GUIDE_GUIDE01,1) Change in-game video/graphic setting adjusted to your PC.,"1) Змініть налаштування відео/графіки в грі відповідно до вашого комп'ютера."
UI_LOW_FRAMERATE_GUIDE_GUIDE02,2) Make sure your browser has hardware acceleration turned on.,"2) Переконайтеся, що у вашому браузері ввімкнено апаратне прискорення."
UI_LOW_FRAMERATE_GUIDE_BUTTON_SETTING,Go to Game Setting,Перейдіть до налаштувань гри
UI_BATTLEPASS_MISSION_FINISH_RAINBOW_RACE,Finish Rainbow Race,Finish Rainbow Race
UI_LOCKED_SLOT_TIP,"Unlock through quests, achievements, or an Extra Bag from the Cash Shop.","Unlock through quests, achievements, or an Extra Bag from the Cash Shop."
UI_LOCKED_SLOT_TIP_COUPLE,You can expand slots through couple level-ups and better couple rings.,You can expand slots through couple level-ups and better couple rings.
UI_QUEST_SLOTS_COMMAND,Unfinished quests which unlock inventory slots:,Unfinished quests which unlock inventory slots:
UI_ACHIEVEMENT_SLOTS_COMMAND,Unclaimed or unfinished achievements which unlock inventory slots:,Unclaimed or unfinished achievements which unlock inventory slots:
UI_QUEST_KILL_MONSTER_COUNT,Defeat monsters #cffc32f07#b%d/%d#nb#nc,Defeat monsters #cffc32f07#b%d/%d#nb#nc
UI_STORAGE_EXPIRED,(Expired),(Expired)
UI_STORAGE_GETALL,Retrieve All,Retrieve All
UI_STORAGE_GETALL_TIP,Retrieve all items to your inventory.,Retrieve all items to your inventory.
UI_STORAGE_LIST,Contains %d items:,Contains %d items:
UI_STORAGE_MORE,And %d more,And %d more
UI_STORAGE_VIEW,Shift+Left Click or Right Click to view content.,Shift+Left Click or Right Click to view content.
UI_STORAGE_VIEW_INV,Shift+Left Click to view content.,Shift+Left Click to view content.
UI_STORAGE_VIEW_MOBILE,Long Press to view content.,Long Press to view content.
UI_ACHIEVEMENTS_TOTAL_CONNECTION_PREMIUM_TAB,Premium Login Rewards,Premium Login Rewards
UI_ACHIEVEMENTS_PROBABILITY,Probability,Probability
UI_ACHIEVEMENTS_PROBABILITYTIP,Premium prize probability info,Premium prize probability info
UI_ACHIEVEMENTS_PLAYTIME_PURCHASEBTN,Purchase Playtime Coupon,Purchase Playtime Coupon
UI_ACHIEVEMENTS_CONNECTION_PURCHASEBTN,Purchase Login Coupon,Purchase Login Coupon
UI_STATBOARD_TITLE,Statboard,Statboard
UI_STATBOARD_RAW,Raw Stats,Raw Stats
UI_STATBOARD_GRAPHS,Graphs,Graphs
UI_STATBOARD_RANK,Rank,Rank
UI_STATBOARD_TIME,Time,Час
UI_STATBOARD_ITEMS,Items,Items
UI_STATBOARD_SPEED,Avg Speed,Avg Speed
UI_STATBOARD_HIDDEN,Hidden zero values: %d,Hidden zero values: %d
UI_APP_UPGRADABLE_ITEMPACK_TIP,Displays the Upgradable Item Pack Menu.,Displays the Upgradable Item Pack Menu.
UI_UPGRADE_ITEMPACK,Upgrade,Upgrade
UI_ITEMPACK_UPGRADE_TITLE,Item Pack Upgrade,Item Pack Upgrade
UI_ITEMPACK_UPGRADE_DESC,"When you open an egg, you can get all the items listed below.\nIf you succeed in upgrading the egg, you will receive items that are higher ranked, but if you fail, the egg may be downgraded or destroyed.","When you open an egg, you can get all the items listed below.\nIf you succeed in upgrading the egg, you will receive items that are higher ranked, but if you fail, the egg may be downgraded or destroyed."
UI_ITEMPACK_UPGRADE_DESC_EMPTY,Drag and drop an upgradable item pack in the item slot.,Drag and drop an upgradable item pack in the item slot.
UI_ITEMPACK_UPGRADE_CONFIRM,"Successful upgrade increases the reward, but failure may downgrade or destroy the item.\nDo you really want to upgrade?","Successful upgrade increases the reward, but failure may downgrade or destroy the item.\nDo you really want to upgrade?"
UI_TAB_EGG_USE_NAME,Egg Use Achievements event,Egg Use Achievements event
UI_EGG_USE_EVENT,Egg Use,Egg Use
UI_EGG_USE_EVENT_DESC,"Reward is received when the number of eggs used during the event reaches a certain number.\nThe number of rewards is limited per Eggs color so hurry up.\nFirst come, first served!","Reward is received when the number of eggs used during the event reaches a certain number.\nThe number of rewards is limited per Eggs color so hurry up.\nFirst come, first served!"
UI_EGG_USE_RED_EGG,Red Egg,Червоне яйце
UI_EGG_USE_ORANGE_EGG,Orange Egg,Помаранчеве яйце
UI_EGG_USE_YELLOW_EGG,Yellow Egg,Жовте яйце
UI_EGG_USE_GREEN_EGG,Green Egg,Зелене яйце
UI_EGG_USE_BLUE_EGG,Blue Egg,Синє яйце
UI_PLAYERHOUSINGBUY_KEEPTIME,Expires in:,Expires in:
UI_HOUSINGSETUP_KEEPTIME,Expires in:,Expires in:
UI_GUILD_TAB_HOUSING_JOINBATTLE,Join Artifact Battle,Join Artifact Battle
UI_GUILD_TAB_HOUSING_CANCELBATTLE,Cancel Artifact Battle,Cancel Artifact Battle
UI_GUILDHOUSING_ARTIFACTBATTLEJOIN_MSGBOX_INFO,"Would you like to join the next Guild Artifact Battle?\n#cffff0000#bWARNING: By joining the Artifact Battle, a fee of %s penyas will be taken off your guild bank!#nb#nc","Would you like to join the next Guild Artifact Battle?\n#cffff0000#bWARNING: By joining the Artifact Battle, a fee of %s penyas will be taken off your guild bank!#nb#nc"
UI_GUILDHOUSING_ARTIFACTBATTLECANCEL_MSGBOX_INFO,Would you like to cancel joining the Guild Artifact Battle? You will receive all of the penyas you've used to join the battle.,Would you like to cancel joining the Guild Artifact Battle? You will receive all of the penyas you've used to join the battle.
UI_GUILD_TAB_HOUSING_NEXTARTIFACTBATTLEHDR,Next artifact battle in:,Next artifact battle in:
UI_CHARINFO_HOUSING,Housing,Housing
UI_CHARINFO_HOUSING_TEMPLATE,Current Template,Current Template
UI_CHARINFO_HOUSING_EXPIRATION,Expires in,Expires in
UI_CHARINFO_HOUSING_BONUSES,Current bonuses,Current bonuses
UI_CHARINFO_HOUSING_NOHOUSE,No house yet.,No house yet.
UI_CHARINFO_HOUSING_EXPIRED,Expired.,Expired.
UI_HOUSINGPRESETSAPPLY_MSGBOX_INFO,You are attempting to apply a preset containing objects or NPCs that are not permanent. Are you certain you still wish to apply it? \n#b#cff78e12fPlease note: Objects and NPCs with the shortest expiration time will be prioritized.#nb#nc,You are attempting to apply a preset containing objects or NPCs that are not permanent. Are you certain you still wish to apply it? \n#b#cff78e12fPlease note: Objects and NPCs with the shortest expiration time will be prioritized.#nb#nc
UI_GUILDHOUSING_ARTIFACTBATTLE_TIMELEFT,Artifact Battle Ends in,Artifact Battle Ends in
UI_GUILD_LOG_BTN,Log,Log
UI_GUILDLOG_TITLE,Guild Log,Guild Log
UI_GUILDLOG_JOINED,Joined,Joined
UI_GUILDLOG_LEFT,Left,Left
UI_GUILDLOG_EJECTED,Ejected,Ejected
UI_GACHA_OPEN_ALL,Open All,Open All
UI_GACHA_OPEN_ONE,Open 1,Open 1
UI_GACHA_OPEN_ALL_CONFIRM,Will you open all the select boxes?,Will you open all the select boxes?
UI_BATTLEPASS_MISSION_USEITEM,Use %s,Use %s
UI_HOUSINGGUESTBOOK_TOTALLIKES,Total Likes,Total Likes
UI_HOUSINGGUESTBOOK_WELCOMEMSGTITLE,Welcome Message,Welcome Message
UI_HOUSINGGUESTBOOK_MSGBOX_TITLE_1,Welcome Message,Welcome Message
UI_HOUSINGGUESTBOOK_MSGBOX_TITLE_2,Post Message,Post Message
UI_HOUSINGGUESTBOOK_MSGBOX_DESC,The message has to be between 4 and %d characters.,The message has to be between 4 and %d characters.
UI_HOUSINGGUESTBOOK_DEL_TITLE,Delete guest message?,Delete guest message?
UI_HOUSINGGUESTBOOK_DEL_CONFIRM,Are you sure you want to delete that guest message?,Are you sure you want to delete that guest message?
UI_PLAYERHOUSINGBUY_SIZE_EXTRA_LARGE,XL,XL
UI_HOUSINGSETUP_FILTER_FLOOR,Floor,Floor
UI_HOUSINGSETUP_FILTER_CEILING,Ceiling,Ceiling
UI_HOUSINGSETUP_FILTER_WALL,Wall,Wall
UI_PARTY_CHANGE_NAME,Name,Ім'я
UI_PARTY_CHANGE_NAME_TIP,Change the Party name.,Change the Party name.
UI_KALGAS_ASSAULT_NOT_SCHEDUL_DESC,There are no Kalgas Assault scheduled.,There are no Kalgas Assault scheduled.
UI_KALGAS_ASSAULT_CANNOT_ENTER,Can't enter Kalgas Assault.,Can't enter Kalgas Assault.
UI_KALGAS_ASSAULT_ENTERTIME_DESC,Do you want to enter the Kalgas Assault?\n\nTime for entry: %s,Do you want to enter the Kalgas Assault?\n\nTime for entry: %s
UI_KALGAS_ASSAULT_REGISTRATIONTIME_DESC,Can't enter yet Kalgas Assault.\n\nEntry Star: %02d:%02d:%02d,Can't enter yet Kalgas Assault.\n\nEntry Star: %02d:%02d:%02d
UI_KALGAS_ASSAULT_LATE_DESC,Todays Kalgas Assault is already start.,Todays Kalgas Assault is already start.
UI_KALGAS_ASSAULT_REG_DESC,"#cff0000ffRegistration#nc\nTime until registration:\n %s \nTime until entry:\n %s \nMinimum Level: %d\n\nCurrent number of registered players: %d\n\n※ Only users who have registered for Kalgas Assault can participate.\n※ You will not be able to enter after the time limit has passed.\n※ Maximum 200 players per an instance (100 vs 100)\n※ The minimum number of players for ranking rewards is 20 or more, and if there are less than 20 players, only the winner reward will be given.\n※ Teams will be randomly selected.","#cff0000ffRegistration#nc\nTime until registration:\n %s \nTime until entry:\n %s \nMinimum Level: %d\n\nCurrent number of registered players: %d\n\n※ Only users who have registered for Kalgas Assault can participate.\n※ You will not be able to enter after the time limit has passed.\n※ Maximum 200 players per an instance (100 vs 100)\n※ The minimum number of players for ranking rewards is 20 or more, and if there are less than 20 players, only the winner reward will be given.\n※ Teams will be randomly selected."
UI_SUN,Sunday,Sunday
UI_MON,Monday,Monday
UI_TUE,Tuesday,Tuesday
UI_WED,Wednesday,Wednesday
UI_THU,Thursday,Thursday
UI_FRI,Friday,Friday
UI_SAT,Saturday,Saturday
UI_KALGAS_ASSAULT_INFO_TITLE,Kalgas Assault Information,Kalgas Assault Information
UI_KALGAS_ASSAULT_REGISTRATION_TITLE,Kalgas Assault Registration,Kalgas Assault Registration
UI_KALGAS_ASSAULT_REGISTER,Registration,Registration
UI_KALGAS_ASSAULT_REGISTERED,Registered,Registered
UI_KALGAS_ASSAULT_RANK_TITLE,Rank,Rank
UI_KALGAS_ASSAULT_RANK_RETURN,Transport to Town,Transport to Town
UI_KALGAS_ASSAULT_RANK_WINNER,Winner : %s,Winner : %s
UI_KALGAS_ASSAULT_RANK_MYRANK,My Ranking : %s,My Ranking : %s
UI_KALGAS_ASSAULT_RANK_NOT_RECORD,No record,No record
UI_KALGAS_ASSAULT_RANK_KALGAS,Kalgas,Kalgas
UI_KALGAS_ASSAULT_RANK_ARTIFACT,Artifact,Artifact
UI_KALGAS_ASSAULT_RANK_KILL,Kill,Kill
UI_KALGAS_ASSAULT_RANK_RANKING,Ranking,Ranking
UI_KALGAS_ASSAULT_RANK_TEAM,Team,Team
